stress_level,burnout_level
50.86,Medium
33.8,Low
100,High
100,High
77.88,High
74.78,High
70.32,High
56.88,Medium
44.34,Medium
84.33,High
51.81,Medium
64.84,Medium
53.38,Medium
88.97,High
63.74,Medium
37.18,Medium
57.29,Medium
38.62,Medium
46.89,Medium
75.08,High
39.76,Medium
45.97,Medium
11.95,Low
100,High
58.23,Medium
41.49,Medium
55.07,Medium
56.6,Medium
85.22,High
53.97,Medium
80.82,High
60.81,Medium
68.52,Medium
35.3,Medium
33.1,Low
57.41,Medium
61.06,Medium
54.46,Medium
58.01,Medium
60.53,Medium
64.81,Medium
70.41,High
28.95,Low
84.83,High
,Low
86.38,High
21.01,Low
66.39,Medium
38.21,Medium
53.92,Medium
44.58,Medium
77.83,High
35.2,Medium
75.54,High
63.76,Medium
49.61,Medium
18.74,Low
78.05,High
0,Low
19.86,Low
59.99,Medium
82.22,High
9.32,Low
88.14,High
57.35,Medium
60.31,Medium
5.51,Low
90.03,High
48.31,Medium
41.27,Medium
11.93,Low
47.94,Medium
66.09,Medium
81.14,High
39.68,Medium
31.02,Low
65.32,Medium
4.71,
31.92,Low
70.8,High
80.03,High
68.34,Medium
47.53,Medium
61.17,Medium
55.91,Medium
9.68,Low
89.08,High
71.42,High
51.32,Medium
81.36,High
54.06,Medium
71.73,
26.73,Low
57.3,Medium
73.49,High
24.46,Low
79.63,High
39.19,Medium
23.13,Low
50.01,Medium
29.1,Low
56.96,
39.51,Medium
54.73,Medium
16.69,Low
100,High
56.37,Medium
70.78,High
44.61,Medium
79.07,High
94.14,High
49.26,Medium
53.74,Medium
65.76,Medium
43.93,Medium
70.85,High
54.06,Medium
30.57,Low
100,High
61.17,Medium
47.77,Medium
58.79,Medium
32.59,Low
76.81,High
32.66,Low
49.76,Medium
48.62,Medium
44.8,Medium
4.19,Low
91.19,High
42.28,Medium
53.21,Medium
33.6,Low
58.78,Medium
84.47,High
56.5,Medium
73.67,High
48.61,Medium
6.64,Low
51.84,Medium
72.63,High
54.82,Medium
43.95,Medium
24.22,Low
41.52,Medium
74.93,High
61.34,Medium
40.76,Medium
3.64,Low
83.36,High
57.48,Medium
93.38,High
41.3,Medium
46.17,Medium
67.72,Medium
13.25,Low
48.69,Medium
56.19,Medium
70.88,High
66.45,Medium
44.43,Medium
95.08,High
71.15,High
54.88,Medium
51.07,Medium
22.59,Low
,Medium
10.94,Low
53.85,Medium
84.45,High
47.34,Medium
77.11,High
79.37,High
3.49,Low
83.86,High
28.34,Low
32.73,Low
76.8,High
57.99,Medium
88.38,High
100,High
65.5,Medium
33.89,Low
80.39,High
75.76,High
,Medium
39.88,Medium
58.54,Medium
80.43,High
29.29,Low
38.23,Medium
72.89,High
72.43,High
44.27,Medium
58.67,Medium
53.49,Medium
15.24,Low
70.09,High
70.91,High
100,High
51.21,Medium
44.51,Medium
69.94,Medium
49.72,Medium
58.89,Medium
13.53,Low
82.31,High
19.15,Low
6.79,Low
82.81,High
52.25,Medium
39.49,Medium
50.94,Medium
100,High
45.78,Medium
56.65,Medium
22.68,Low
63.23,Medium
100,High
33.34,Low
,Medium
97.5,High
57.59,Medium
76.93,High
74.58,High
73.83,High
79.31,High
81.72,High
94.8,High
22.13,Low
54.25,Medium
89.56,High
81.81,High
100,High
64.98,Medium
83.66,High
45.56,Medium
75.44,High
39.68,Medium
30.59,Low
56.07,Medium
51.32,Medium
62.25,Medium
20.1,Low
5.03,Low
49.89,Medium
10.58,Low
0,Low
65.87,Medium
42.72,Medium
65.52,Medium
68.68,Medium
98.29,High
84.01,High
42.46,Medium
59.66,Medium
32.88,Low
31.14,Low
52.8,Medium
36.78,Medium
99.51,High
100,High
50.54,Medium
48.88,Medium
83.51,High
100,High
82.51,High
36.46,Medium
70.61,High
81.75,High
25.08,Low
21.21,Low
37.1,Medium
67.07,Medium
15.69,Low
37.25,Medium
32.52,Low
55.95,Medium
66.46,Medium
32.25,Low
9.73,Low
3.92,Low
46.63,Medium
75.12,High
55.62,Medium
84.47,High
22.87,Low
66.09,Medium
58.99,Medium
18.74,Low
46.95,Medium
83.54,High
33.35,Low
100,High
42.09,Medium
35.6,Medium
57.06,Medium
48.09,Medium
57.63,Medium
0,Low
91.65,High
71.05,High
24.96,Low
36.32,Medium
69.23,Medium
67.37,Medium
86.47,High
92.06,High
44.16,Medium
55.93,Medium
47.98,Medium
52.32,Medium
81.23,High
64.56,Medium
74.92,High
74.55,High
33.97,Low
49.63,Medium
73.65,High
43.2,Medium
29.68,Low
4.47,Low
22.54,Low
48.07,Medium
65.27,Medium
70.66,
62.7,Medium
19.68,Low
55.21,Medium
60.44,Medium
81.35,High
35.07,Medium
18.47,Low
47.78,Medium
,Medium
60.88,Medium
79.9,High
56.71,Medium
100,High
41.65,Medium
25.26,Low
72.15,High
7.68,Low
43.98,Medium
24.37,Low
92.07,High
69.82,Medium
51.22,Medium
1.78,Low
28.41,Low
23.52,Low
25.76,Low
0,Low
48.19,Medium
85.02,High
16.75,Low
74.92,High
61.08,Medium
71.3,High
,Medium
86.51,High
85.65,High
68.47,Medium
66.7,Medium
41.29,Medium
85.69,High
51.92,Medium
34.03,Low
47.12,Medium
89.42,High
26.13,Low
82.98,High
79.2,High
32.99,Low
54.48,Medium
45.45,Medium
100,High
52.87,Medium
94.48,High
11.26,Low
58.28,Medium
43.42,Medium
71.56,High
60.93,Medium
45.05,Medium
20.92,Low
10.94,Low
19.38,Low
49.26,Medium
90.98,High
40.51,Medium
77.51,High
55.01,Medium
71.73,High
60.86,Medium
61.52,Medium
55.62,Medium
59.52,Medium
45.2,Medium
15.62,Low
38.77,Medium
42.73,Medium
33.46,Low
50.44,Medium
77.49,High
89.57,High
54.58,Medium
53.22,Medium
27.41,Low
66.39,Medium
56.36,Medium
44.25,Medium
19.65,Low
53,Medium
8.6,Low
39.29,Medium
63.95,Medium
,Medium
57.53,Medium
51.28,Medium
83,High
31.82,Low
41.88,Medium
22.77,Low
47.59,Medium
38.86,Medium
55.89,Medium
28.89,Low
33.5,Low
,Medium
48.81,Medium
37.33,Medium
100,High
30.31,Low
65.14,Medium
56.86,Medium
81.43,High
46.95,Medium
57.22,Medium
50.57,Medium
48.28,Medium
7.33,Low
48.08,Medium
29.56,Low
25.5,Low
45.8,Medium
73.56,High
95.68,High
71.53,High
14.11,Low
72.63,High
63.74,Medium
19.25,Low
55.94,Medium
58.64,Medium
61.14,Medium
42.14,Medium
74,High
33.31,Low
38.22,Medium
46.37,Medium
24.97,Low
30.17,Low
42.57,Medium
56.8,Medium
86.16,High
62.27,Medium
43.49,
60.96,Medium
48.92,Medium
68.5,Medium
0,Low
60.66,Medium
71.74,High
100,
59.57,Medium
17.41,Low
54.81,Medium
54.09,Medium
46.73,Medium
68.9,Medium
20.34,
46.1,Medium
23.31,Low
77.25,High
33.17,Low
48.57,Medium
74.54,High
59.07,Medium
44.12,Medium
47.58,Medium
17.3,Low
23.84,Low
96.82,High
100,High
38.91,Medium
39.62,Medium
85.54,High
25.36,Low
65.59,Medium
80.71,High
65.48,Medium
15.58,Low
22.29,Low
30.8,Low
25.61,Low
57.05,Medium
60.08,Medium
68.03,Medium
42.94,Medium
99,High
79.9,High
76.48,High
34.68,Low
16.52,Low
10.95,Low
68.24,Medium
67.66,Medium
0,Low
63.66,Medium
0,Low
44.89,Medium
25.56,Low
44.79,Medium
35,Low
6.28,Low
35.52,Medium
52.94,Medium
44.55,Medium
75.27,High
66.78,Medium
94.67,High
100,High
83.07,High
61,Medium
54.94,Medium
24.67,Low
49.71,Medium
70.51,High
60.97,Medium
35.9,Medium
17.06,Low
37.69,Medium
57.5,Medium
61.93,Medium
30.54,Low
41.37,Medium
33.79,Low
65.32,Medium
40.13,Medium
94.94,High
82.75,High
26.51,Low
49.03,Medium
29.86,Low
9.06,Low
50.24,Medium
60.85,Medium
76.82,High
71.95,High
24.76,Low
41.46,Medium
50.33,Medium
28.92,Low
42.07,Medium
79.29,High
42.77,Medium
61.7,Medium
44.8,Medium
39.87,Medium
35.63,Medium
0,Low
38.72,Medium
22.66,Low
78.49,High
72.19,High
61.02,Medium
3.97,Low
75.66,High
29.75,Low
55.17,Medium
62.18,Medium
41.04,Medium
46.26,Medium
60.25,Medium
43.76,Medium
46.45,Medium
23.82,Low
13.2,Low
49.38,Medium
64.81,Medium
68.42,Medium
43.03,Medium
17.87,Low
72.42,High
46.55,Medium
45.55,Medium
47.62,Medium
61.22,Medium
42.02,Medium
12.88,Low
43.91,Medium
78.71,High
,Medium
81.15,High
26.34,Low
89.83,High
0,Low
78.72,High
15.94,Low
50.91,Medium
100,High
44.37,Medium
74.67,High
23.39,Low
58.25,Medium
37.35,Medium
68.09,Medium
66.14,Medium
25.67,Low
50.22,Medium
80.83,High
62.57,Medium
94.87,High
30.29,Low
81.38,High
55.65,Medium
66.36,Medium
77.75,High
46.05,Medium
68.68,Medium
54.27,Medium
23,Low
21.2,Low
0,Low
16.98,Low
32.55,Low
21.8,Low
68.14,Medium
43.25,Medium
36.49,Medium
,Low
33.38,Low
65.5,Medium
56.29,Medium
32.37,Low
81.77,High
74.83,High
53.11,Medium
74.46,High
33.2,Low
66.93,Medium
80.75,High
65.55,Medium
,Low
47.22,Medium
50.8,Medium
32.33,Low
52.83,Medium
64.11,Medium
61.69,Medium
24.25,Low
67.27,Medium
56.07,Medium
65.98,Medium
35.9,Medium
62.37,Medium
52.06,Medium
88.07,
59.36,Medium
21.65,Low
70.51,High
79.47,High
34.17,Low
41.45,Medium
47.43,Medium
35.99,Medium
55.2,Medium
26.83,Low
46.12,Medium
81.08,High
68.96,Medium
54.52,Medium
28.11,Low
31.24,Low
85.02,High
58.45,Medium
23.64,Low
79.22,High
71.38,High
45.28,Medium
22.86,Low
26.46,Low
53.21,Medium
81.82,High
48.17,Medium
20.95,Low
47.19,Medium
42.48,Medium
92.51,High
29.79,Low
24.42,Low
74.48,High
52.3,Medium
36.72,Medium
58.14,Medium
0,Low
84.46,High
78,High
65.71,Medium
83.88,High
1.48,Low
54.7,Medium
30.91,Low
92.11,High
94.86,High
51.07,Medium
62.34,Medium
23.62,Low
100,High
54.19,Medium
0,Low
53.25,Medium
60.11,Medium
64.6,Medium
34.94,Low
32.14,Low
0,Low
48.49,Medium
87.53,High
89.15,High
54.4,Medium
15.56,Low
83.91,High
53.9,Medium
60.14,Medium
34.5,Low
44.96,Medium
,Low
58.19,Medium
49.76,Medium
34.51,Low
12.56,Low
55.17,Medium
51.29,Medium
98,High
59.55,Medium
70.9,High
24.09,Low
77.81,High
89.99,High
61.15,Medium
63.51,Medium
42.8,Medium
42,Medium
45.35,Medium
74.6,High
52.01,Medium
89.55,High
68.02,Medium
52.13,Medium
47.86,Medium
54.45,Medium
70.07,High
100,High
56.65,Medium
67.38,Medium
23.25,Low
79.77,High
55.58,Medium
85.95,High
39.6,Medium
55.63,Medium
63.65,Medium
,Medium
62.19,Medium
57.85,Medium
49.48,Medium
31.09,Low
38.86,Medium
90.74,High
42.69,Medium
80,High
25.05,Low
46.21,Medium
14.15,Low
46.78,Medium
24.51,Low
76.43,High
54.59,Medium
67.42,Medium
34.06,Low
63.78,Medium
71.47,High
84.69,High
49.19,Medium
91.68,
16.98,Low
79.99,High
74.49,High
52.23,Medium
40.15,Medium
86.53,
68.4,Medium
52.19,Medium
88.04,High
81.14,High
39.77,Medium
38.02,Medium
,Medium
57.12,Medium
52.31,Medium
60.59,Medium
0,Low
93.78,High
88.03,High
69.2,Medium
,Low
62.3,Medium
44.26,Medium
100,High
90.66,High
79.44,High
59.86,Medium
67.1,Medium
71.08,High
67.99,Medium
94.85,High
63.43,Medium
54.23,Medium
67.15,Medium
89.27,High
66.83,Medium
50.88,Medium
0,Low
73.45,High
90.29,High
73.04,High
53.19,Medium
55.93,Medium
8.72,Low
24.88,Low
69.12,Medium
20.47,Low
94.92,High
54.1,Medium
44.17,Medium
93.94,High
51.6,Medium
47.42,Medium
52.08,Medium
13.27,Low
85.14,High
45.55,Medium
64.03,Medium
54.88,Medium
54.15,Medium
57.03,Medium
75.17,High
41.93,Medium
100,High
61.5,Medium
95.06,High
69.4,Medium
92.18,High
67.76,Medium
85.81,High
97.95,High
45.05,Medium
25.48,Low
59.1,Medium
39.18,Medium
,Medium
69.49,Medium
40.4,Medium
33.44,Low
34.79,Low
48.16,Medium
83.5,High
43.38,Medium
48.55,Medium
100,High
74.55,High
49.59,Medium
23.53,Low
90.65,High
37.29,Medium
65.5,Medium
85.56,High
95.2,High
62.11,Medium
57.06,Medium
49.69,Medium
82.06,High
69.76,Medium
47.48,Medium
62.57,Medium
51.64,Medium
,High
8.35,Low
41.45,Medium
39.59,Medium
26.95,Low
71.2,High
33.86,Low
68.96,Medium
73.77,High
,Medium
57.43,Medium
37.68,Medium
97.29,High
36.88,Medium
31.6,Low
11.64,Low
46.73,Medium
17.72,Low
73.47,High
45.68,Medium
64.11,Medium
51.96,Medium
67.06,Medium
26.16,Low
10.98,Low
31.58,Low
47.8,Medium
65.91,Medium
35.57,Medium
47.65,Medium
24.6,Low
36.11,Medium
56.69,Medium
61.19,Medium
0.07,Low
5.79,Low
43.86,Medium
35.46,Medium
35.33,Medium
80.3,High
37.86,Medium
27.11,Low
15.56,Low
40.54,Medium
87.74,High
45.71,Medium
56.91,Medium
24.42,Low
67.61,Medium
,Medium
60.51,Medium
51.59,Medium
73.51,High
48.46,Medium
42.56,Medium
77.14,High
58.72,
34.42,Low
100,High
63.25,Medium
97.53,High
97.87,High
43.14,Medium
49.01,Medium
44.71,Medium
58.9,Medium
33.37,Low
4.65,Low
38.96,Medium
57.41,Medium
27.89,Low
51.43,Medium
52.04,Medium
56.39,Medium
47.15,Medium
74.53,High
72.73,High
56.67,Medium
50.68,Medium
45.6,Medium
25.69,Low
69.95,Medium
76.92,High
32.53,Low
24.55,Low
48.28,Medium
58.98,Medium
69.82,Medium
45.88,Medium
12.67,Low
14.28,Low
0,Low
61.72,Medium
49.12,Medium
73.99,High
100,High
37,Medium
52.61,Medium
75.38,High
0,Low
75.61,High
62.66,Medium
29.17,Low
40.36,Medium
46.51,Medium
37.53,Medium
65.16,Medium
40.04,Medium
84.03,High
90.06,High
50.1,Medium
37.35,Medium
57.18,Medium
11.06,Low
4.22,Low
85.56,High
75.73,High
62.31,Medium
28.66,Low
63.28,Medium
64.95,Medium
56.14,Medium
27.12,Low
46.75,Medium
62.59,Medium
46.62,Medium
42.27,Medium
46.12,Medium
83.77,High
36.67,Medium
77.86,High
89.17,High
33.51,Low
66.6,Medium
61.8,Medium
47.27,Medium
77.45,High
65.12,Medium
38.76,Medium
50.16,Medium
47.47,Medium
53.31,Medium
42.12,Medium
31.07,Low
50.89,Medium
32.26,Low
20.1,Low
41.71,Medium
80.15,High
41.44,Medium
39.18,Medium
